x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
523.85,190.332,500.912,385.567,311.097,380.01,242.19,650.427,374.303,529.917,673.454,385.57,765.408,604.547,708.077,656.244,,,,,,,,,,,,,,,483.548,155.552,558.515,155.582,431.702,173.099,604.455,173.161,,,,,,,,,,,,
506.638,196.051,489.632,362.965,322.534,351.564,287.864,656.058,449.108,661.845,667.788,374.448,753.807,604.295,708.026,622.05,489.628,719.649,408.899,719.65,,,,,,,,,,,472.133,155.701,535.49,155.821,408.91,167.48,581.368,173.17,,,,,,,,,,,,
535.636,173.163,517.95,380.005,339.822,357.134,299.922,644.672,524.075,477.623,679.243,385.675,771.266,610.188,719.521,656.244,,,,,,,,,,,,,,,501.034,149.869,575.55,150.051,437.649,173.057,615.811,173.017,,,,,,,,,,,,
575.708,207.49,552.702,345.928,374.444,345.796,293.698,627.372,397.429,593.039,719.542,345.808,788.387,615.761,679.221,667.781,,,,,,,,,,,,,,,535.678,161.562,621.487,167.256,483.523,167.402,661.921,196.132,,,,,,,,,,,,
524.077,184.53,529.611,357.194,368.586,345.76,190.291,529.97,477.998,472.184,702.106,380.028,788.613,598.613,673.602,661.838,,,,,,,,,,,,,,,489.395,155.509,564.304,155.584,449.089,173.062,616.065,178.82,,,,,,,,,,,,
535.488,149.965,535.597,351.285,362.841,351.352,299.338,650.473,431.711,575.527,719.503,357.078,800.228,627.514,753.944,552.689,,,,,,,,,,,,,,,500.947,115.481,575.612,115.498,449.146,161.617,621.607,161.656,,,,,,,,,,,,
563.951,167.21,535.456,368.64,351.595,368.618,293.872,661.791,414.668,483.472,713.726,368.537,800.116,598.672,753.81,639.056,,,,,,,,,,,,,,,523.8,127.178,587.227,132.869,466.451,161.703,627.473,161.877,,,,,,,,,,,,
517.935,190.219,500.991,368.519,334.22,351.443,207.626,575.658,449.294,512.455,667.766,380.14,748.26,581.555,633.257,656.141,,,,,,,,,,,,,,,477.89,155.517,541.272,155.597,431.699,173.059,587.157,173.141,,,,,,,,,,,,
558.485,161.66,552.76,351.537,374.418,351.364,305.387,661.731,437.518,483.918,725.274,357.133,846.265,661.737,759.782,529.573,,,,,,,,,,,,,,,523.626,126.995,587.219,121.5,472.085,167.478,633.192,161.785,,,,,,,,,,,,
535.568,178.741,518.214,385.585,334.203,374.349,270.882,662.147,403.204,512.465,696.555,385.696,771.376,615.697,713.528,661.673,,,,,,,,,,,,,,,506.609,149.931,575.584,150.105,437.939,172.978,616.043,173.176,,,,,,,,,,,,
495.118,161.637,495.182,374.233,305.519,374.37,247.849,662.138,357.058,575.99,667.89,357.275,736.639,627.555,615.733,575.448,,,,,,,,,,,,,,,466.406,127.002,529.914,127.081,414.543,161.724,575.856,161.785,,,,,,,,,,,,
523.921,201.749,500.844,385.569,322.698,380.11,276.483,656.221,483.441,621.807,667.949,385.625,759.618,615.676,696.367,656.209,517.978,719.66,,,,,,,,,,,,,483.593,161.323,564.113,161.305,431.719,190.216,610.055,190.369,,,,,,,,,,,,
564.253,173.039,558.369,351.561,380.093,351.512,293.741,633.267,385.996,656.062,725.415,351.538,840.378,621.931,754.047,667.846,547.046,719.649,449.158,719.665,,,,,656.19,719.665,,,,,523.934,144.311,598.65,144.251,472.24,178.737,644.635,167.456,,,,,,,,,,,,
495.308,161.587,495.18,357.23,316.921,357.042,236.43,610.223,305.571,656.302,667.987,368.653,754.157,615.775,730.957,604.419,,,,,,,,,,,,,,,472.005,126.994,529.964,127.045,414.684,161.566,575.87,161.758,,,,,,,,,,,,
449.286,207.622,443.503,385.701,282.281,385.827,207.362,627.7,437.616,719.561,621.638,380.208,708.145,598.656,610.156,661.803,,,,,,,,,,,,,,,420.372,167.369,483.93,161.811,351.599,201.483,529.981,190.405,,,,,,,,,,,,
506.712,167.417,495.085,357.12,316.836,357.028,219.14,615.965,328.215,627.58,667.807,357.226,754.011,581.363,696.473,621.809,483.827,719.643,397.343,719.674,,,,,575.715,719.657,,,,,477.631,138.654,535.547,138.616,420.376,167.294,581.443,167.301,,,,,,,,,,,,
529.504,184.589,518.049,385.722,334.16,380.049,253.517,667.504,426.083,581.489,696.481,385.809,777.104,610.1,736.835,656.259,,,,,,,,,,,,,,,489.306,155.48,569.77,155.532,437.479,178.797,610.322,184.643,,,,,,,,,,,,
518.116,201.98,495.267,345.586,334.157,345.527,253.4,615.77,472.278,667.606,667.696,345.488,742.4,575.73,633.122,661.865,506.687,719.648,403.085,719.634,,,,,581.368,719.676,,,,,472.24,161.62,541.26,156.052,408.841,190.198,581.541,167.269,,,,,,,,,,,,
547.064,167.49,535.597,362.794,357.104,357.103,299.75,644.636,425.982,443.377,713.908,374.246,805.61,604.342,748.337,633.352,,,,,,,,,,,,,,,518.239,138.458,581.52,138.606,460.736,161.572,622.076,161.908,,,,,,,,,,,,
529.552,201.752,506.651,385.616,328.322,380.084,287.943,638.918,483.709,592.931,673.385,385.58,760.099,610.092,707.959,661.662,,,,,,,,,,,,,,,483.987,156.077,569.837,161.354,431.969,184.642,615.704,195.959,,,,,,,,,,,,
529.579,201.697,500.919,379.96,328.446,368.678,236.192,615.804,345.936,615.714,667.892,380.162,742.602,592.887,621.955,656.229,,,,,,,,,,,,,,,489.528,155.982,569.814,161.338,437.464,167.496,610.224,190.39,,,,,,,,,,,,
552.755,201.901,546.974,362.795,380.126,351.618,287.986,621.836,437.466,621.497,713.878,362.998,805.917,598.667,753.895,633.316,,,,,,,,,,,,,,,518.207,161.43,581.576,161.368,460.757,173.12,627.554,172.996,,,,,,,,,,,,
449.287,207.608,443.533,385.68,282.276,385.815,207.34,633.155,437.644,719.561,621.714,380.174,708.148,598.738,615.884,656.265,,,,,,,,,,,,,,,420.387,167.351,483.931,161.835,351.615,196.143,529.97,190.412,,,,,,,,,,,,
523.776,173.176,500.944,351.461,333.979,345.764,247.63,575.663,334.143,610.306,667.928,362.787,753.787,575.876,690.627,621.929,483.757,719.644,385.984,719.646,,,,,575.717,719.659,,,,,483.491,149.872,558.389,149.941,431.61,172.989,593.004,178.718,,,,,,,,,,,,
541.215,201.494,529.773,345.633,351.41,345.85,293.618,621.569,437.408,656.264,708.039,345.465,799.892,610.12,707.984,604.41,529.952,719.654,443.488,719.673,,,,,621.962,719.645,,,,,506.69,155.824,575.846,155.794,443.486,178.812,621.822,167.246,,,,,,,,,,,,
529.42,190.403,512.38,385.857,328.449,380.233,253.351,662.071,420.376,610.299,685.126,385.863,777.077,615.675,730.98,656.041,,,,,,,,,,,,,,,483.893,155.639,569.671,155.687,431.955,178.758,610.134,190.231,,,,,,,,,,,,
564.229,173.131,558.297,357.197,379.936,357.206,293.628,662.124,432.104,610.155,719.734,357.078,840.221,616.15,753.706,673.534,529.897,719.646,,,,,,,,,,,,,523.94,144.295,598.795,144.351,472.112,167.547,650.375,173.078,,,,,,,,,,,,
563.976,178.822,563.96,362.917,385.565,362.936,305.369,546.863,293.863,615.935,725.328,357.226,788.517,575.806,754.187,627.501,564.02,719.638,454.947,719.659,,,,,639.001,719.649,,,,,523.837,149.83,587.286,149.85,472.162,167.237,633.14,161.767,,,,,,,,,,,,
524.063,178.925,529.513,357.201,368.586,345.752,201.587,529.927,478.094,466.387,696.554,379.987,788.453,587.319,673.385,661.734,,,,,,,,,,,,,,,489.317,150.142,564.251,155.525,443.607,173.085,615.89,178.811,,,,,,,,,,,,
477.78,195.983,477.683,385.632,299.427,374.401,224.807,621.827,339.986,667.915,639.034,385.727,713.768,616.108,558.388,719.569,472.201,719.687,,,,,,,,,,,,,437.448,155.838,506.761,155.642,385.733,178.905,552.762,167.417,,,,,,,,,,,,
500.948,184.54,489.384,374.273,334.019,368.725,253.413,615.951,449.107,667.986,661.982,379.906,754.163,592.939,667.835,662.151,483.862,719.662,386.033,719.635,,,,,,,,,,,472.196,155.474,530.015,155.571,420.415,178.735,576.039,173.168,,,,,,,,,,,,
564.101,207.776,546.848,351.601,368.578,351.319,219.199,627.624,391.902,581.404,719.457,351.577,811.446,627.385,713.747,673.456,541.131,719.617,,,,,,,,,,,,,523.834,167.247,598.682,161.871,471.984,184.478,656.085,184.547,,,,,,,,,,,,
564.061,196.123,535.586,368.589,362.848,351.558,207.509,570.055,299.738,541.322,713.559,379.963,794.315,587.294,690.647,661.678,529.531,719.651,437.65,719.646,,,,,615.98,719.665,,,,,523.979,155.886,587.347,155.881,472.109,178.711,633.318,178.764,,,,,,,,,,,,
558.346,173.212,518.203,379.953,345.519,357.128,351.338,627.466,587.344,512.455,679.286,385.641,759.943,610.009,713.971,656.248,518.24,719.653,,,,,,,,,,,,,518.277,149.844,581.53,155.534,443.486,178.859,621.477,190.182,,,,,,,,,,,,
523.897,161.851,518.0,351.576,339.674,345.843,248.055,621.768,299.881,575.565,679.188,357.223,759.533,581.489,685.006,621.612,495.21,719.639,403.214,719.652,,,,,581.647,719.653,,,,,483.633,127.168,563.971,132.889,431.934,161.589,587.249,167.23,,,,,,,,,,,,
523.897,184.493,517.956,351.472,339.711,345.743,247.772,569.81,276.6,610.151,679.21,357.238,754.084,575.835,690.631,621.702,500.937,719.645,397.547,719.639,,,,,598.622,719.643,,,,,483.693,150.117,563.957,155.489,432.046,167.466,598.756,178.801,,,,,,,,,,,,
541.127,201.967,529.773,345.686,362.837,345.772,293.737,616.103,432.08,661.764,707.99,345.568,799.829,615.825,708.032,604.414,529.867,719.66,437.806,719.68,,,,,633.264,719.638,,,,,500.967,161.5,575.814,161.34,437.976,184.652,621.821,167.525,,,,,,,,,,,,
558.315,155.78,552.71,351.449,379.991,351.396,299.89,644.819,437.624,575.883,719.67,351.546,811.434,621.678,777.008,570.128,569.782,719.626,,,,,,,656.142,719.622,,,,,523.626,115.809,581.679,115.776,472.013,167.243,627.721,161.684,,,,,,,,,,,,
575.434,178.896,569.648,362.813,385.77,362.93,339.552,661.79,391.464,564.113,748.04,357.14,805.544,575.763,754.027,621.974,,,,,,,,,,,,,,,530.023,149.923,615.662,149.935,483.526,161.881,661.656,167.422,,,,,,,,,,,,
523.739,207.58,495.151,380.143,322.561,380.029,259.481,656.082,477.787,662.149,667.776,380.236,759.59,610.208,696.543,661.631,523.646,719.668,,,,,,,,,,,,,483.403,161.833,558.548,167.257,426.135,195.963,598.795,201.656,,,,,,,,,,,,
529.87,184.627,524.064,357.119,357.055,345.716,201.987,529.851,483.88,477.752,690.75,380.017,765.646,587.312,667.492,656.3,,,,,,,,,,,,,,,495.17,155.581,570.024,155.568,443.322,190.246,615.737,178.832,,,,,,,,,,,,
529.488,190.182,518.078,385.769,334.175,380.105,253.841,667.571,437.46,570.115,696.498,385.821,777.035,610.128,736.794,656.204,,,,,,,,,,,,,,,483.927,155.499,569.761,155.521,432.141,173.211,610.213,178.828,,,,,,,,,,,,
529.439,213.505,506.737,380.139,339.727,374.348,265.001,633.226,437.967,662.054,673.695,385.554,765.482,610.036,696.339,656.161,518.153,719.653,,,,,,,,,,,,,483.843,173.13,569.863,178.819,431.983,190.394,610.255,196.158,,,,,,,,,,,,
523.963,196.135,500.943,380.218,328.276,380.023,270.789,644.813,483.684,615.665,667.962,385.575,759.597,610.301,696.371,661.648,512.516,719.667,,,,,,,,,,,,,483.594,155.912,564.065,155.771,431.752,184.584,604.517,184.617,,,,,,,,,,,,
569.707,161.857,541.282,374.237,357.166,368.574,299.522,656.222,431.649,472.071,714.061,374.23,805.528,593.028,753.782,644.731,,,,,,,,,,,,,,,524.203,127.105,604.316,138.467,477.614,161.587,633.267,167.346,,,,,,,,,,,,
535.561,173.13,512.517,379.974,339.786,357.18,299.889,644.698,523.866,477.766,679.231,385.667,771.265,610.177,719.57,656.311,,,,,,,,,,,,,,,500.941,149.87,575.462,150.034,437.633,173.128,615.726,173.175,,,,,,,,,,,,
478.05,173.078,477.628,380.153,294.126,374.395,236.223,621.71,351.363,667.619,633.337,380.182,725.343,598.701,650.491,662.094,466.267,719.671,362.824,719.709,,,,,,,,,,,437.702,149.885,518.082,144.373,386.04,178.91,564.041,172.962,,,,,,,,,,,,
506.583,161.846,495.168,368.569,322.655,368.634,247.812,610.052,391.93,667.615,667.771,368.665,777.062,575.92,679.224,621.533,483.911,719.666,385.682,719.727,,,,,,,,,,,477.584,138.504,535.438,138.5,426.032,167.541,581.485,167.489,,,,,,,,,,,,
558.425,178.767,523.587,380.2,345.503,357.164,345.928,627.601,610.324,523.76,685.014,385.952,771.318,615.782,713.976,656.164,512.309,719.654,,,,,,,598.641,719.648,,,,,523.654,150.004,581.533,155.629,443.57,184.534,616.241,190.166,,,,,,,,,,,,
477.887,167.392,472.2,385.736,294.062,380.255,207.863,656.089,351.479,616.189,639.007,385.686,713.829,616.171,569.882,673.477,,,,,,,,,,,,,,,437.507,144.266,512.515,138.639,385.863,178.86,563.985,178.74,,,,,,,,,,,,
500.849,178.754,489.658,357.192,316.889,357.039,236.296,615.819,299.821,650.547,667.881,362.925,759.517,610.044,702.142,621.536,489.347,719.659,391.767,719.668,,,,,581.614,719.666,,,,,472.038,150.032,529.921,150.001,414.663,167.445,575.882,167.319,,,,,,,,,,,,
524.142,190.392,500.895,374.29,328.271,357.106,247.849,621.764,339.913,483.764,667.721,380.147,748.325,593.039,627.661,656.234,,,,,,,,,,,,,,,483.946,155.688,564.27,155.772,432.101,173.211,610.201,190.269,,,,,,,,,,,,
455.012,207.675,443.614,385.675,287.917,385.809,207.437,633.199,437.713,719.557,621.73,380.167,713.512,598.703,610.283,656.163,472.285,719.705,,,,,,,,,,,,,425.929,167.479,484.002,161.901,357.04,201.509,535.329,190.333,,,,,,,,,,,,
477.795,201.597,477.654,385.662,299.44,379.957,219.036,621.842,339.878,668.068,638.991,385.608,713.96,621.562,592.96,673.562,472.013,719.685,,,,,,,,,,,,,437.489,156.065,512.361,155.901,385.759,184.59,558.293,173.215,,,,,,,,,,,,
512.424,178.775,495.154,374.248,328.445,368.712,253.357,615.811,414.659,668.001,662.216,379.931,748.242,587.113,661.693,662.21,483.671,719.672,385.787,719.712,,,,,,,,,,,477.755,150.103,535.637,150.054,420.439,173.026,581.549,167.48,,,,,,,,,,,,
523.635,207.412,495.3,380.142,322.7,379.932,259.367,650.429,477.839,662.115,667.783,385.54,759.572,610.138,696.52,656.332,523.594,719.668,,,,,,,,,,,,,478.122,161.723,558.355,161.836,426.15,195.956,598.682,201.586,,,,,,,,,,,,
523.949,184.604,518.003,351.583,339.704,345.898,247.766,610.277,299.669,593.053,679.232,357.224,754.259,581.439,685.076,621.648,489.608,719.637,414.569,719.644,,,,,575.856,719.661,,,,,483.755,150.09,563.977,155.516,432.043,161.747,587.33,167.354,,,,,,,,,,,,
518.24,201.864,495.168,380.002,322.647,374.348,265.046,633.228,477.659,656.064,667.805,380.138,759.56,610.132,702.034,656.259,517.963,719.657,,,,,,,,,,,,,478.061,161.387,552.731,161.471,426.108,190.187,598.766,195.974,,,,,,,,,,,,
524.1,196.159,512.279,368.683,333.885,351.562,161.727,529.889,230.535,575.548,679.197,379.982,759.999,593.034,673.524,655.965,,,,,,,,,,,,,,,483.846,155.889,564.159,155.811,432.012,173.0,604.51,178.734,,,,,,,,,,,,
552.677,190.23,529.907,345.777,357.1,351.351,293.881,621.978,437.586,616.037,708.186,345.567,788.395,604.338,707.81,621.771,535.633,719.637,,,,,,,,,,,,,518.086,155.462,581.504,150.094,454.859,167.525,627.361,167.287,,,,,,,,,,,,
512.307,184.662,489.595,362.979,311.182,362.782,253.902,639.072,385.748,661.863,673.402,379.905,753.788,621.666,690.713,627.452,483.647,719.663,385.92,719.677,,,,,,,,,,,477.618,150.015,535.64,150.052,414.632,161.534,581.471,161.847,,,,,,,,,,,,
529.675,184.517,523.954,379.951,345.598,374.3,282.292,615.87,477.609,667.878,685.082,380.022,777.038,587.223,690.778,662.03,523.56,719.662,,,,,,,,,,,,,489.639,155.46,569.858,150.155,437.854,173.167,615.855,172.956,,,,,,,,,,,,
564.24,207.701,546.944,357.077,368.51,351.45,236.187,627.635,397.48,575.94,719.461,351.495,811.558,621.802,713.927,673.546,,,,,,,,,,,,,,,523.958,161.767,604.315,161.758,472.024,173.125,656.037,173.142,,,,,,,,,,,,
546.919,190.291,541.262,345.75,374.395,345.625,265.143,622.003,535.436,517.943,713.929,345.88,805.641,615.935,708.091,668.077,529.841,719.635,,,,,,,616.21,719.689,,,,,518.173,155.457,581.609,155.639,466.497,167.457,644.657,184.566,,,,,,,,,,,,
483.859,190.292,478.135,374.454,311.081,374.355,236.399,615.76,437.455,673.419,644.755,374.476,748.166,593.01,661.73,667.426,477.934,719.674,,,,,,,,,,,,,449.18,155.722,524.079,155.735,397.297,190.327,569.901,190.211,,,,,,,,,,,,
552.694,167.316,535.357,374.237,351.442,368.62,294.049,662.007,403.086,489.479,713.616,368.69,800.064,598.757,753.952,650.367,,,,,,,,,,,,,,,523.659,132.872,581.642,138.573,466.314,161.899,627.444,167.25,,,,,,,,,,,,
477.853,167.417,477.628,385.677,299.392,380.096,213.298,627.649,345.781,667.607,639.044,385.641,713.872,621.595,610.099,667.581,,,,,,,,,,,,,,,437.495,144.407,512.466,144.282,385.911,184.576,563.965,184.449,,,,,,,,,,,,
529.551,213.351,523.926,357.063,345.795,345.941,270.881,615.831,345.766,570.032,702.148,362.937,759.915,575.998,702.238,621.716,523.717,719.63,426.188,719.648,,,,,610.22,719.633,,,,,483.954,173.197,569.81,167.52,437.595,184.556,615.79,173.081,,,,,,,,,,,,
569.612,201.822,558.346,368.613,379.974,368.701,293.73,639.03,351.317,667.423,725.326,357.213,834.618,621.819,754.09,673.685,541.151,719.656,443.452,719.693,,,,,,,,,,,524.028,156.042,604.361,156.008,471.981,184.648,644.822,184.502,,,,,,,,,,,,
529.636,155.976,523.59,351.48,345.643,340.024,195.926,529.682,477.688,477.794,679.217,380.082,765.458,604.343,679.3,650.543,,,,,,,,,,,,,,,489.463,121.261,569.849,121.412,437.688,161.818,615.728,167.208,,,,,,,,,,,,
541.156,201.826,529.777,345.632,362.773,345.767,293.701,616.134,437.576,661.783,708.013,345.506,799.803,615.893,707.875,610.128,529.877,719.658,437.873,719.665,,,,,633.144,719.646,,,,,501.041,161.394,575.817,156.016,443.357,184.508,621.793,167.331,,,,,,,,,,,,
529.719,202.006,518.185,380.072,345.474,368.692,259.499,627.648,454.999,662.124,684.902,385.593,765.572,610.068,696.555,656.115,518.22,719.654,,,,,,,,,,,,,489.425,161.536,569.938,161.506,437.494,178.829,615.653,190.391,,,,,,,,,,,,
552.781,167.52,535.559,362.921,351.478,362.824,305.292,650.355,426.087,460.675,713.912,374.255,805.595,604.355,748.337,633.338,,,,,,,,,,,,,,,523.696,138.591,581.642,144.275,466.451,161.698,627.444,167.373,,,,,,,,,,,,
569.712,207.453,524.092,380.063,345.621,362.973,345.918,644.696,621.806,627.541,702.308,385.619,765.576,610.292,713.766,627.548,523.944,719.679,,,,,,,610.279,719.669,,,,,524.119,161.706,604.451,167.274,460.64,190.231,627.427,201.52,,,,,,,,,,,,
563.984,178.735,564.008,362.914,385.584,362.912,305.465,541.203,293.894,615.857,725.387,357.218,794.227,575.593,759.589,622.019,564.209,719.629,460.584,719.66,,,,,639.056,719.639,,,,,523.84,144.404,587.246,144.365,472.196,167.294,633.191,161.692,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.685,167.288,518.277,357.218,345.591,345.39,248.044,552.655,535.556,466.507,679.2,380.213,760.059,604.362,690.772,650.539,,,,,,,,,,,,,,,489.664,138.578,569.926,144.31,437.704,167.225,615.691,173.089,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.734,167.397,523.59,385.561,339.857,374.256,282.376,661.781,443.485,529.614,707.936,385.637,788.398,610.275,742.581,656.116,,,,,,,,,,,,,,,489.54,138.548,569.943,138.644,437.61,167.512,615.758,167.362,,,,,,,,,,,,
563.961,184.649,529.993,345.771,362.873,345.823,299.477,644.758,437.697,523.864,713.586,345.696,782.87,604.48,685.087,661.68,523.916,719.648,431.977,719.666,,,,,615.703,719.687,,,,,523.786,149.977,587.348,150.111,466.288,167.211,633.152,167.419,,,,,,,,,,,,
546.968,167.201,541.102,368.549,368.548,362.964,282.342,639.024,408.999,587.19,714.007,368.702,805.711,604.334,748.214,633.33,535.367,719.64,,,,,,,,,,,,,518.144,132.841,581.42,132.803,460.755,167.213,627.439,161.891,,,,,,,,,,,,
524.118,195.954,523.732,385.721,339.754,385.866,282.211,667.573,397.399,662.138,713.76,380.209,794.278,627.392,730.915,633.321,523.99,719.666,,,,,,,,,,,,,483.752,155.656,564.19,155.496,431.973,167.421,610.264,167.376,,,,,,,,,,,,
512.355,196.073,495.193,368.529,322.682,357.165,253.589,627.398,432.096,529.638,667.967,379.932,759.848,610.068,696.456,656.208,506.618,719.633,,,,,,,,,,,,,477.661,155.818,535.654,155.826,420.374,178.8,581.698,178.866,,,,,,,,,,,,
529.566,167.25,518.236,357.029,339.98,340.114,178.753,495.252,247.717,518.164,679.36,380.088,759.822,592.995,679.193,650.53,,,,,,,,,,,,,,,489.557,132.844,569.793,138.601,437.702,167.295,615.67,167.365,,,,,,,,,,,,
535.469,138.447,535.394,345.91,351.5,351.338,293.915,656.276,403.248,547.0,719.433,351.55,800.251,627.663,742.47,535.613,,,,,,,,,,,,,,,500.836,109.973,575.515,109.987,443.58,161.536,621.465,161.491,,,,,,,,,,,,
506.61,196.06,489.587,362.971,316.876,357.049,282.32,656.099,454.889,661.871,667.832,374.4,736.845,575.765,708.119,622.018,489.557,719.652,408.864,719.655,,,,,,,,,,,472.114,155.696,535.472,155.805,408.923,167.458,581.39,173.111,,,,,,,,,,,,
506.582,178.865,489.542,362.938,316.766,357.179,253.868,638.933,385.597,661.898,668.035,374.348,753.727,621.63,684.945,627.471,483.566,719.663,385.827,719.682,,,,,,,,,,,472.181,144.376,535.531,149.897,408.953,161.671,581.368,167.286,,,,,,,,,,,,
472.176,195.895,466.433,385.569,293.915,379.995,219.157,627.41,380.102,615.764,627.677,385.62,708.209,616.023,541.197,650.509,,,,,,,,,,,,,,,431.909,155.833,500.853,155.593,380.131,190.339,541.312,173.072,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.271,207.359,529.665,345.785,351.43,351.267,293.814,616.1,437.5,661.888,707.949,345.567,799.896,615.763,708.097,604.403,530.005,719.658,443.48,719.692,,,,,627.621,719.642,,,,,506.6,161.809,575.824,161.462,437.927,195.968,621.719,167.488,,,,,,,,,,,,
472.194,201.758,477.903,385.699,299.412,385.771,213.361,575.816,201.922,627.642,661.758,380.113,759.698,610.138,690.817,656.137,,,,,,,,,,,,,,,431.931,161.445,501.027,156.021,385.831,196.093,558.461,190.302,,,,,,,,,,,,
489.412,184.46,483.831,374.284,299.752,362.886,219.023,638.971,345.677,500.896,667.527,379.936,759.788,604.42,690.771,656.218,,,,,,,,,,,,,,,454.863,150.063,529.532,149.987,391.914,161.861,570.125,161.834,,,,,,,,,,,,
524.034,184.632,506.596,351.562,334.193,345.895,253.354,575.951,339.613,621.873,673.408,362.91,753.926,581.361,685.064,621.824,489.413,719.656,391.801,719.651,,,,,581.443,719.664,,,,,483.849,155.527,564.074,155.555,431.96,167.385,604.54,178.832,,,,,,,,,,,,
489.62,196.002,495.191,362.933,311.083,357.07,247.844,656.181,293.942,570.049,668.01,374.347,748.081,621.78,667.71,627.374,,,,,,,,,,,,,,,466.33,155.612,529.818,155.826,408.889,167.352,575.913,172.968,,,,,,,,,,,,
500.829,178.793,495.086,357.217,316.875,357.061,236.357,615.831,299.824,650.515,667.901,362.922,759.52,610.19,702.228,616.139,489.511,719.66,391.81,719.669,,,,,581.476,719.667,,,,,472.011,150.064,529.912,150.037,414.614,167.39,575.856,167.386,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.437,138.568,535.452,345.909,357.115,351.295,293.967,644.716,420.445,569.74,719.472,351.619,805.602,627.453,742.542,541.121,558.437,719.617,,,,,,,627.633,719.597,,,,,495.315,110.025,575.559,115.279,443.573,161.516,621.489,161.624,,,,,,,,,,,,
529.462,184.592,518.123,385.744,339.639,380.053,253.89,667.67,432.113,587.242,696.454,385.734,782.66,610.242,736.73,656.255,,,,,,,,,,,,,,,483.968,155.472,569.749,155.506,437.455,173.187,610.316,190.161,,,,,,,,,,,,
535.407,196.022,524.013,380.208,345.507,379.986,293.624,661.655,483.466,638.963,696.516,380.079,799.705,610.076,748.224,656.001,529.355,719.654,,,,,,,,,,,,,506.595,155.616,575.577,155.823,437.912,161.849,616.119,173.083,,,,,,,,,,,,
483.864,190.305,483.914,368.534,305.579,357.087,247.973,633.214,351.436,661.696,662.203,374.429,714.037,621.738,621.709,638.878,,,,,,,,,,,,,,,449.208,155.552,524.137,155.541,397.423,173.047,570.139,172.965,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.5,195.908,523.927,385.626,345.434,380.121,293.686,661.701,483.44,644.649,696.503,380.229,794.066,615.662,748.057,656.057,524.311,719.654,,,,,,,,,,,,,501.002,155.561,575.563,155.673,437.834,167.272,616.082,167.42,,,,,,,,,,,,
523.716,207.564,517.994,345.66,334.218,345.769,253.675,616.16,420.439,616.157,679.271,340.119,754.255,592.966,661.947,615.715,,,,,,,,,,,,,,,478.05,161.885,558.491,161.591,426.125,190.287,610.129,190.207,,,,,,,,,,,,
518.293,190.258,512.329,374.392,322.65,374.476,287.873,661.998,483.716,621.527,673.676,362.906,777.091,621.527,713.905,621.638,,,,,,,,,,,,,,,478.094,155.568,552.633,155.517,426.236,167.518,592.927,167.497,,,,,,,,,,,,
569.666,161.692,541.307,374.299,357.075,368.622,299.508,656.112,431.652,477.795,719.426,374.302,805.553,593.052,753.761,644.712,,,,,,,,,,,,,,,524.177,127.048,598.777,132.757,472.262,161.539,633.162,167.242,,,,,,,,,,,,
558.445,178.736,535.582,368.596,351.427,362.801,305.289,644.724,431.696,478.092,713.972,374.384,805.584,604.318,748.302,638.892,,,,,,,,,,,,,,,523.805,144.237,587.195,149.834,471.986,161.643,627.562,167.29,,,,,,,,,,,,
529.945,167.216,529.473,380.065,345.605,385.602,276.504,667.76,431.644,570.02,719.495,379.966,805.63,633.218,725.269,570.165,,,,,,,,,,,,,,,495.092,132.849,570.058,127.165,437.95,167.262,616.099,161.711,,,,,,,,,,,,
512.385,178.721,495.137,374.257,328.385,368.699,253.353,615.769,414.624,667.96,662.211,379.945,748.246,587.164,661.723,662.176,483.617,719.671,385.76,719.71,,,,,,,,,,,477.734,150.049,535.598,149.992,420.469,173.057,581.576,167.48,,,,,,,,,,,,
489.645,178.84,495.242,362.868,311.028,351.426,247.573,656.203,299.529,529.973,673.484,374.421,748.116,621.764,667.736,627.451,,,,,,,,,,,,,,,460.709,149.995,529.788,150.011,408.877,167.25,575.851,167.275,,,,,,,,,,,,
558.318,161.376,552.664,362.796,374.322,357.231,305.501,650.556,385.733,478.031,719.436,357.153,794.073,581.358,731.014,621.775,,,,,,,,,,,,,,,523.665,121.407,581.53,121.294,472.133,161.6,622.029,161.379,,,,,,,,,,,,
